session_id,attempt_id,timestamp,account_id,source_identity,target_identity,pair_id,attack,attack_family,is_adaptive,epsilon,alpha,steps,queries_used,similarity_before,similarity_after_attack,similarity_gain,threshold,threshold_margin,accepted_before,accepted_after_attack,attack_success_before_defense,defense,bypassed_defenses,similarity_after_defense,accepted_after_defense,defense_bypassed,strong_defense_bypassed,defense_success,defense_time_sec,l2,linf,time_sec,risk_score,risk_level,rule_hits,source_file,target_enroll_file,adv_file,perturbation_file
faceauth_sess_000152,vf_8cec5aabe3a5,2026-06-28T10:33:44+09:00,acct_George_W_Bush,Tony_Blair,George_W_Bush,pair_000114,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.11440713703632355,0.6348916292190552,0.5204844921827316,0.47966246581077576,0.155229,False,True,True,,,,False,False,False,False,,2.025035858154297,0.01000000536441803,0.5035723690000395,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Tony_Blair/Tony_Blair_0120.jpg,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0041.jpg,outputs/verification_attacks_facenet/pgd_png/images/Tony_Blair_Tony_Blair_0120_to_George_W_Bush_George_W_Bush_0041_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Tony_Blair_Tony_Blair_0120_to_George_W_Bush_George_W_Bush_0041_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000153,vf_0531a6d628a5,2026-06-28T10:34:21+09:00,acct_Ariel_Sharon,John_Ashcroft,Ariel_Sharon,pair_000117,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.23783493041992188,0.6533142328262329,0.41547930240631104,0.47966246581077576,0.173652,False,True,True,,,,False,False,False,False,,1.9085038900375366,0.01000000536441803,0.49614841799996157,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0030.jpg,data/processed/lfw_identity_10/test/Ariel_Sharon/Ariel_Sharon_0049.jpg,outputs/verification_attacks_facenet/pgd_png/images/John_Ashcroft_John_Ashcroft_0030_to_Ariel_Sharon_Ariel_Sharon_0049_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/John_Ashcroft_John_Ashcroft_0030_to_Ariel_Sharon_Ariel_Sharon_0049_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000154,vf_522b0161e456,2026-06-28T10:34:58+09:00,acct_Tony_Blair,George_W_Bush,Tony_Blair,pair_000118,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.26242679357528687,0.7078500390052795,0.4454232454299927,0.47966246581077576,0.228188,False,True,True,,,,False,False,False,False,,1.922656774520874,0.01000000536441803,0.49397144099998513,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0064.jpg,data/processed/lfw_identity_10/test/Tony_Blair/Tony_Blair_0077.jpg,outputs/verification_attacks_facenet/pgd_png/images/George_W_Bush_George_W_Bush_0064_to_Tony_Blair_Tony_Blair_0077_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/George_W_Bush_George_W_Bush_0064_to_Tony_Blair_Tony_Blair_0077_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000155,vf_d8b58f049f2e,2026-06-28T10:35:35+09:00,acct_John_Ashcroft,Jean_Chretien,John_Ashcroft,pair_000120,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,-0.23746579885482788,0.31834954023361206,0.5558153390884399,0.47966246581077576,-0.161313,False,False,False,,,,False,False,False,False,,1.873008131980896,0.01000000536441803,0.53732318699997,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Jean_Chretien/Jean_Chretien_0007.jpg,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0030.jpg,outputs/verification_attacks_facenet/pgd_png/images/Jean_Chretien_Jean_Chretien_0007_to_John_Ashcroft_John_Ashcroft_0030_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Jean_Chretien_Jean_Chretien_0007_to_John_Ashcroft_John_Ashcroft_0030_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000156,vf_5e4bb65ea5c3,2026-06-28T10:36:12+09:00,acct_Donald_Rumsfeld,George_W_Bush,Donald_Rumsfeld,pair_000125,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.2839958667755127,0.8140280246734619,0.5300321578979492,0.47966246581077576,0.334366,False,True,True,,,,False,False,False,False,,1.7321256399154663,0.01000000536441803,0.5092747510000208,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0444.jpg,data/processed/lfw_identity_10/test/Donald_Rumsfeld/Donald_Rumsfeld_0069.jpg,outputs/verification_attacks_facenet/pgd_png/images/George_W_Bush_George_W_Bush_0444_to_Donald_Rumsfeld_Donald_Rumsfeld_0069_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/George_W_Bush_George_W_Bush_0444_to_Donald_Rumsfeld_Donald_Rumsfeld_0069_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000157,vf_41fcd92ea392,2026-06-28T10:36:49+09:00,acct_Colin_Powell,Tony_Blair,Colin_Powell,pair_000128,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.4403509497642517,0.8592046499252319,0.4188537001609802,0.47966246581077576,0.379542,False,True,True,,,,False,False,False,False,,2.016294240951538,0.01000000536441803,0.5081316700000116,70,high,FA-R001;FA-R005;FA-R006;FA-R007,data/processed/lfw_identity_10/test/Tony_Blair/Tony_Blair_0104.jpg,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0032.jpg,outputs/verification_attacks_facenet/pgd_png/images/Tony_Blair_Tony_Blair_0104_to_Colin_Powell_Colin_Powell_0032_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Tony_Blair_Tony_Blair_0104_to_Colin_Powell_Colin_Powell_0032_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000158,vf_e7ccd777cc4c,2026-06-28T10:37:26+09:00,acct_Gerhard_Schroeder,Ariel_Sharon,Gerhard_Schroeder,pair_000129,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,-0.10867972671985626,0.3789166808128357,0.48759640753269196,0.47966246581077576,-0.100746,False,False,False,,,,False,False,False,False,,1.794754981994629,0.01000000536441803,0.5118293960000528,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Ariel_Sharon/Ariel_Sharon_0069.jpg,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0067.jpg,outputs/verification_attacks_facenet/pgd_png/images/Ariel_Sharon_Ariel_Sharon_0069_to_Gerhard_Schroeder_Gerhard_Schroeder_0067_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Ariel_Sharon_Ariel_Sharon_0069_to_Gerhard_Schroeder_Gerhard_Schroeder_0067_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000159,vf_a723e7429e67,2026-06-28T10:38:03+09:00,acct_Donald_Rumsfeld,John_Ashcroft,Donald_Rumsfeld,pair_000130,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,-0.15635089576244354,0.4551313519477844,0.611482247710228,0.47966246581077576,-0.024531,False,False,False,,,,False,False,False,False,,1.918062448501587,0.01000000536441803,0.496731350999994,28,low,FA-R002;FA-R005;FA-R006,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0043.jpg,data/processed/lfw_identity_10/test/Donald_Rumsfeld/Donald_Rumsfeld_0082.jpg,outputs/verification_attacks_facenet/pgd_png/images/John_Ashcroft_John_Ashcroft_0043_to_Donald_Rumsfeld_Donald_Rumsfeld_0082_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/John_Ashcroft_John_Ashcroft_0043_to_Donald_Rumsfeld_Donald_Rumsfeld_0082_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000160,vf_ad72ae9e7fb3,2026-06-28T10:38:40+09:00,acct_Gerhard_Schroeder,Donald_Rumsfeld,Gerhard_Schroeder,pair_000132,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.22461755573749542,0.7050315141677856,0.4804139584302902,0.47966246581077576,0.225369,False,True,True,,,,False,False,False,False,,1.895587682723999,0.01000000536441803,0.5078204319999031,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Donald_Rumsfeld/Donald_Rumsfeld_0082.jpg,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0098.jpg,outputs/verification_attacks_facenet/pgd_png/images/Donald_Rumsfeld_Donald_Rumsfeld_0082_to_Gerhard_Schroeder_Gerhard_Schroeder_0098_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Donald_Rumsfeld_Donald_Rumsfeld_0082_to_Gerhard_Schroeder_Gerhard_Schroeder_0098_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000161,vf_82a24161507c,2026-06-28T10:39:17+09:00,acct_Colin_Powell,Junichiro_Koizumi,Colin_Powell,pair_000133,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.056652914732694626,0.40802785754203796,0.35137494280934334,0.47966246581077576,-0.071635,False,False,False,,,,False,False,False,False,,1.731422781944275,0.01000000536441803,0.5118255829999043,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0050.jpg,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0170.jpg,outputs/verification_attacks_facenet/pgd_png/images/Junichiro_Koizumi_Junichiro_Koizumi_0050_to_Colin_Powell_Colin_Powell_0170_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Junichiro_Koizumi_Junichiro_Koizumi_0050_to_Colin_Powell_Colin_Powell_0170_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000162,vf_1d75046d6128,2026-06-28T10:39:54+09:00,acct_Donald_Rumsfeld,Junichiro_Koizumi,Donald_Rumsfeld,pair_000134,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,-0.05619886517524719,0.27270230650901794,0.32890117168426514,0.47966246581077576,-0.20696,False,False,False,,,,False,False,False,False,,1.9744815826416016,0.01000000536441803,0.5109864600000265,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0043.jpg,data/processed/lfw_identity_10/test/Donald_Rumsfeld/Donald_Rumsfeld_0074.jpg,outputs/verification_attacks_facenet/pgd_png/images/Junichiro_Koizumi_Junichiro_Koizumi_0043_to_Donald_Rumsfeld_Donald_Rumsfeld_0074_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Junichiro_Koizumi_Junichiro_Koizumi_0043_to_Donald_Rumsfeld_Donald_Rumsfeld_0074_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000163,vf_b15b8b1ddabc,2026-06-28T10:40:31+09:00,acct_Gerhard_Schroeder,Jean_Chretien,Gerhard_Schroeder,pair_000138,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,-0.007262714207172394,0.4705480933189392,0.4778108075261116,0.47966246581077576,-0.009114,False,False,False,,,,False,False,False,False,,1.881281852722168,0.01000000536441803,0.49985295999999835,28,low,FA-R002;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Jean_Chretien/Jean_Chretien_0044.jpg,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0067.jpg,outputs/verification_attacks_facenet/pgd_png/images/Jean_Chretien_Jean_Chretien_0044_to_Gerhard_Schroeder_Gerhard_Schroeder_0067_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Jean_Chretien_Jean_Chretien_0044_to_Gerhard_Schroeder_Gerhard_Schroeder_0067_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000164,vf_e2eb30de2759,2026-06-28T10:41:08+09:00,acct_Colin_Powell,Jean_Chretien,Colin_Powell,pair_000141,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,-0.13878333568572998,0.25954216718673706,0.39832550287246704,0.47966246581077576,-0.22012,False,False,False,,,,False,False,False,False,,1.871588945388794,0.01000000536441803,0.5045672839999042,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Jean_Chretien/Jean_Chretien_0044.jpg,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0176.jpg,outputs/verification_attacks_facenet/pgd_png/images/Jean_Chretien_Jean_Chretien_0044_to_Colin_Powell_Colin_Powell_0176_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Jean_Chretien_Jean_Chretien_0044_to_Colin_Powell_Colin_Powell_0176_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000165,vf_fd30b8d030be,2026-06-28T10:41:45+09:00,acct_Ariel_Sharon,George_W_Bush,Ariel_Sharon,pair_000143,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,-0.13115593791007996,0.5580770373344421,0.6892329752445221,0.47966246581077576,0.078415,False,True,True,,,,False,False,False,False,,2.0251247882843018,0.01000000536441803,0.4983824400000003,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0033.jpg,data/processed/lfw_identity_10/test/Ariel_Sharon/Ariel_Sharon_0049.jpg,outputs/verification_attacks_facenet/pgd_png/images/George_W_Bush_George_W_Bush_0033_to_Ariel_Sharon_Ariel_Sharon_0049_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/George_W_Bush_George_W_Bush_0033_to_Ariel_Sharon_Ariel_Sharon_0049_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000166,vf_528c5c994da8,2026-06-28T10:42:22+09:00,acct_Junichiro_Koizumi,Colin_Powell,Junichiro_Koizumi,pair_000145,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.03480848670005798,0.4103783965110779,0.3755699098110199,0.47966246581077576,-0.069284,False,False,False,,,,False,False,False,False,,1.8833264112472534,0.01000000536441803,0.5024530809999987,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0098.jpg,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0049.jpg,outputs/verification_attacks_facenet/pgd_png/images/Colin_Powell_Colin_Powell_0098_to_Junichiro_Koizumi_Junichiro_Koizumi_0049_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Colin_Powell_Colin_Powell_0098_to_Junichiro_Koizumi_Junichiro_Koizumi_0049_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000167,vf_9a67f83547e9,2026-06-28T10:42:59+09:00,acct_Tony_Blair,Colin_Powell,Tony_Blair,pair_000147,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.3364250659942627,0.7418531179428101,0.40542805194854736,0.47966246581077576,0.262191,False,True,True,,,,False,False,False,False,,1.8690537214279175,0.01000000536441803,0.5071621820000018,70,high,FA-R001;FA-R005;FA-R006;FA-R007,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0179.jpg,data/processed/lfw_identity_10/test/Tony_Blair/Tony_Blair_0027.jpg,outputs/verification_attacks_facenet/pgd_png/images/Colin_Powell_Colin_Powell_0179_to_Tony_Blair_Tony_Blair_0027_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Colin_Powell_Colin_Powell_0179_to_Tony_Blair_Tony_Blair_0027_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000168,vf_89c6753e4eae,2026-06-28T10:43:36+09:00,acct_Gerhard_Schroeder,John_Ashcroft,Gerhard_Schroeder,pair_000150,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.2171044498682022,0.6938774585723877,0.4767730087041855,0.47966246581077576,0.214215,False,True,True,,,,False,False,False,False,,1.96988046169281,0.01000000536441803,0.4942543460000479,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0008.jpg,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0023.jpg,outputs/verification_attacks_facenet/pgd_png/images/John_Ashcroft_John_Ashcroft_0008_to_Gerhard_Schroeder_Gerhard_Schroeder_0023_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/John_Ashcroft_John_Ashcroft_0008_to_Gerhard_Schroeder_Gerhard_Schroeder_0023_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000169,vf_c082df6bc2a4,2026-06-28T10:44:13+09:00,acct_George_W_Bush,Ariel_Sharon,George_W_Bush,pair_000151,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,-0.16778869926929474,0.44918954372406006,0.6169782429933548,0.47966246581077576,-0.030473,False,False,False,,,,False,False,False,False,,1.881956696510315,0.01000000536441803,0.5012295110000196,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Ariel_Sharon/Ariel_Sharon_0045.jpg,data/processed/lfw_identity_10/test/George_W_Bush/George_W_Bush_0217.jpg,outputs/verification_attacks_facenet/pgd_png/images/Ariel_Sharon_Ariel_Sharon_0045_to_George_W_Bush_George_W_Bush_0217_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Ariel_Sharon_Ariel_Sharon_0045_to_George_W_Bush_George_W_Bush_0217_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000170,vf_a2fbbdc91442,2026-06-28T10:44:50+09:00,acct_Hugo_Chavez,Gerhard_Schroeder,Hugo_Chavez,pair_000154,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.24970676004886627,0.804624080657959,0.5549173206090927,0.47966246581077576,0.324962,False,True,True,,,,False,False,False,False,,2.0275235176086426,0.01000000536441803,0.5022048889999269,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0061.jpg,data/processed/lfw_identity_10/test/Hugo_Chavez/Hugo_Chavez_0019.jpg,outputs/verification_attacks_facenet/pgd_png/images/Gerhard_Schroeder_Gerhard_Schroeder_0061_to_Hugo_Chavez_Hugo_Chavez_0019_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Gerhard_Schroeder_Gerhard_Schroeder_0061_to_Hugo_Chavez_Hugo_Chavez_0019_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000171,vf_04d6b3040795,2026-06-28T10:45:27+09:00,acct_Hugo_Chavez,Junichiro_Koizumi,Hugo_Chavez,pair_000160,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.2656061351299286,0.6895183324813843,0.4239121973514557,0.47966246581077576,0.209856,False,True,True,,,,False,False,False,False,,1.807959794998169,0.01000000536441803,0.5030081620000146,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0049.jpg,data/processed/lfw_identity_10/test/Hugo_Chavez/Hugo_Chavez_0051.jpg,outputs/verification_attacks_facenet/pgd_png/images/Junichiro_Koizumi_Junichiro_Koizumi_0049_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Junichiro_Koizumi_Junichiro_Koizumi_0049_to_Hugo_Chavez_Hugo_Chavez_0051_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000172,vf_dcef82ec0ffd,2026-06-28T10:46:04+09:00,acct_Junichiro_Koizumi,Colin_Powell,Junichiro_Koizumi,pair_000161,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.034786075353622437,0.42404571175575256,0.3892596364021301,0.47966246581077576,-0.055617,False,False,False,,,,False,False,False,False,,1.900173306465149,0.01000000536441803,0.4924346230000083,20,low,FA-R005;FA-R006,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0098.jpg,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0043.jpg,outputs/verification_attacks_facenet/pgd_png/images/Colin_Powell_Colin_Powell_0098_to_Junichiro_Koizumi_Junichiro_Koizumi_0043_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Colin_Powell_Colin_Powell_0098_to_Junichiro_Koizumi_Junichiro_Koizumi_0043_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000173,vf_886b851cdbcb,2026-06-28T10:46:41+09:00,acct_John_Ashcroft,Tony_Blair,John_Ashcroft,pair_000164,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.1935211420059204,0.7700375914573669,0.5765164494514465,0.47966246581077576,0.290375,False,True,True,,,,False,False,False,False,,1.8445178270339966,0.01000000536441803,0.4962594450000779,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Tony_Blair/Tony_Blair_0063.jpg,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0013.jpg,outputs/verification_attacks_facenet/pgd_png/images/Tony_Blair_Tony_Blair_0063_to_John_Ashcroft_John_Ashcroft_0013_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Tony_Blair_Tony_Blair_0063_to_John_Ashcroft_John_Ashcroft_0013_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000174,vf_0d4c9330b7ea,2026-06-28T10:47:18+09:00,acct_Colin_Powell,Junichiro_Koizumi,Colin_Powell,pair_000167,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.08476576954126358,0.6190847754478455,0.5343190059065819,0.47966246581077576,0.139422,False,True,True,,,,False,False,False,False,,1.8121823072433472,0.01000000536441803,0.5358717089999345,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Junichiro_Koizumi/Junichiro_Koizumi_0009.jpg,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0223.jpg,outputs/verification_attacks_facenet/pgd_png/images/Junichiro_Koizumi_Junichiro_Koizumi_0009_to_Colin_Powell_Colin_Powell_0223_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Junichiro_Koizumi_Junichiro_Koizumi_0009_to_Colin_Powell_Colin_Powell_0223_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000175,vf_c3b796e5f8d4,2026-06-28T10:47:55+09:00,acct_Gerhard_Schroeder,John_Ashcroft,Gerhard_Schroeder,pair_000170,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.14776122570037842,0.6162338256835938,0.46847259998321533,0.47966246581077576,0.136571,False,True,True,,,,False,False,False,False,,1.879756212234497,0.01000000536441803,0.4939966240000331,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0030.jpg,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0024.jpg,outputs/verification_attacks_facenet/pgd_png/images/John_Ashcroft_John_Ashcroft_0030_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/John_Ashcroft_John_Ashcroft_0030_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000176,vf_b844a07c78e8,2026-06-28T10:48:32+09:00,acct_John_Ashcroft,Tony_Blair,John_Ashcroft,pair_000172,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.16964861750602722,0.7654334306716919,0.5957848131656647,0.47966246581077576,0.285771,False,True,True,,,,False,False,False,False,,1.948947787284851,0.01000000536441803,0.5022119870000097,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Tony_Blair/Tony_Blair_0120.jpg,data/processed/lfw_identity_10/test/John_Ashcroft/John_Ashcroft_0043.jpg,outputs/verification_attacks_facenet/pgd_png/images/Tony_Blair_Tony_Blair_0120_to_John_Ashcroft_John_Ashcroft_0043_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Tony_Blair_Tony_Blair_0120_to_John_Ashcroft_John_Ashcroft_0043_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000177,vf_62a681dcfd68,2026-06-28T10:49:09+09:00,acct_Colin_Powell,Hugo_Chavez,Colin_Powell,pair_000173,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.24415382742881775,0.6517632007598877,0.40760937333106995,0.47966246581077576,0.172101,False,True,True,,,,False,False,False,False,,1.9032326936721802,0.01000000536441803,0.49580589599997893,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Hugo_Chavez/Hugo_Chavez_0046.jpg,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0212.jpg,outputs/verification_attacks_facenet/pgd_png/images/Hugo_Chavez_Hugo_Chavez_0046_to_Colin_Powell_Colin_Powell_0212_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Hugo_Chavez_Hugo_Chavez_0046_to_Colin_Powell_Colin_Powell_0212_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000178,vf_632adb9b9016,2026-06-28T10:49:46+09:00,acct_Jean_Chretien,Colin_Powell,Jean_Chretien,pair_000174,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.05104728043079376,0.5043440461158752,0.4532967656850815,0.47966246581077576,0.024682,False,True,True,,,,False,False,False,False,,1.8818533420562744,0.01000000536441803,0.5017433840000649,58,medium,FA-R002;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Colin_Powell/Colin_Powell_0105.jpg,data/processed/lfw_identity_10/test/Jean_Chretien/Jean_Chretien_0044.jpg,outputs/verification_attacks_facenet/pgd_png/images/Colin_Powell_Colin_Powell_0105_to_Jean_Chretien_Jean_Chretien_0044_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Colin_Powell_Colin_Powell_0105_to_Jean_Chretien_Jean_Chretien_0044_facenet_eps0.010_a0.001_s10_perturbation.png
faceauth_sess_000179,vf_774c10b6cede,2026-06-28T10:50:23+09:00,acct_Jean_Chretien,Gerhard_Schroeder,Jean_Chretien,pair_000175,targeted_pgd_facenet_verification,pgd,False,0.01,0.001,10,,0.21264071762561798,0.7193997502326965,0.5067590326070786,0.47966246581077576,0.239737,False,True,True,,,,False,False,False,False,,1.9125999212265015,0.01000000536441803,0.5027642200000173,65,high,FA-R001;FA-R005;FA-R006,data/processed/lfw_identity_10/test/Gerhard_Schroeder/Gerhard_Schroeder_0098.jpg,data/processed/lfw_identity_10/test/Jean_Chretien/Jean_Chretien_0015.jpg,outputs/verification_attacks_facenet/pgd_png/images/Gerhard_Schroeder_Gerhard_Schroeder_0098_to_Jean_Chretien_Jean_Chretien_0015_facenet_eps0.010_a0.001_s10.png,outputs/verification_attacks_facenet/pgd_png/perturbations/Gerhard_Schroeder_Gerhard_Schroeder_0098_to_Jean_Chretien_Jean_Chretien_0015_facenet_eps0.010_a0.001_s10_perturbation.png
